LA No.,LA Name,LAEstab (at Apr 19),School Name (at Apr 19),Eligible Pupils,Total Allocation,October/February payment,April payment
311,Havering,3112023,Scargill Infant School,171,17710,10331,7379
311,Havering,3112025,Whybridge Junior School,233,18330,10693,7637
311,Havering,3112031,Concordia Academy,24,16240,9473,6767
311,Havering,3112036,Drapers Brookside Infant School,118,17180,10022,7158
311,Havering,3112060,Rise Park Infant School,180,17800,10383,7417
311,Havering,3112066,Upminster Junior School,358,19580,11422,8158
311,Havering,3112067,Upminster Infant School,179,17790,10378,7412
311,Havering,3112085,Drapers Pyrgo Priory School,450,20500,11958,8542
311,Havering,3117003,Ravensbourne School,35,16350,9538,6812
311,Havering,3117004,Forest Approach Academy,42,16420,9578,6842
311,Havering,3112015,Hacton Primary School,344,19440,11340,8100
311,Havering,3113000,Dame Tipping Church of England Primary School,83,16830,9818,7012
311,Havering,3112032,Harrow Lodge Primary School,405,20050,11696,8354
312,Hillingdon,3122001,Belmore Primary Academy,474,20740,12098,8642
312,Hillingdon,3122002,Brookside Primary School,345,19450,11346,8104
312,Hillingdon,3122011,Coteford Junior School,305,19050,11113,7937
312,Hillingdon,3122017,Laurel Lane Primary School,312,19120,11153,7967
312,Hillingdon,3122021,Hewens Primary School,337,19370,11299,8071
312,Hillingdon,3122022,Nanaksar Primary School,198,17980,10488,7492
312,Hillingdon,3122027,John Locke Academy,218,18180,10605,7575
312,Hillingdon,3122028,Lake Farm Park Academy,266,18660,10885,7775
312,Hillingdon,3122035,St Martins Church of England Primary School,81,16810,9806,7004
312,Hillingdon,3122040,Pinkwell Primary School,678,22780,13288,9492
312,Hillingdon,3122045,Rosedale Primary School,345,19450,11346,8104
312,Hillingdon,3122048,Ryefield Primary School,350,19500,11375,8125
312,Hillingdon,3122049,William Byrd Primary Academy,472,20720,12087,8633
312,Hillingdon,3122051,West Drayton Academy,446,20460,11935,8525
312,Hillingdon,3122078,Cranford Park Academy,721,23210,13539,9671
312,Hillingdon,3122081,Hillingdon Primary School,529,21290,12419,8871
312,Hillingdon,3122082,Wood End Park Academy,801,24010,14006,10004
312,Hillingdon,3123306,St Matthews CofE Primary School,355,19550,11404,8146
312,Hillingdon,3123410,Cowley St Laurence CofE Primary School,355,19550,11404,8146
312,Hillingdon,3124654,Guru Nanak Sikh Academy,404,20040,11690,8350
312,Hillingdon,3125206,Charville Academy,459,20590,12011,8579
312,Hillingdon,3127001,Pentland Field School,86,16860,9835,7025
312,Hillingdon,3127002,The Willows School,39,16390,9561,6829
312,Hillingdon,3127012,Grangewood School,85,16850,9829,7021
313,Hounslow,3132005,Oriel Academy West London,350,19500,11375,8125
313,Hounslow,3132020,Oak Hill Academy,471,20710,12081,8629
313,Hounslow,3132029,Edison Primary School,60,16600,9683,6917
313,Hounslow,3132038,Norwood Green Junior School,429,20290,11836,8454
313,Hounslow,3132062,Westbrook Primary School,511,21110,12314,8796
313,Hounslow,3132075,Berkeley Academy,357,19570,11416,8154
313,Hounslow,3134000,Reach Academy Feltham,300,19000,11083,7917
313,Hounslow,3134002,Nishkam School West London,246,18460,10768,7692
313,Hounslow,3137003,The Rise Free School,33,16330,9526,6804
313,Hounslow,3132015,St Richards Church of England Primary School,160,17600,10267,7333
314,Kingston upon Thames,3142000,Castle Hill Primary School,348,19480,11363,8117
314,Kingston upon Thames,3142007,Knollmead Primary School,158,17580,10255,7325
314,Kingston upon Thames,3142014,Latchmere School,742,23420,13662,9758
314,Kingston upon Thames,3143503,St Agathas Catholic Primary School,358,19580,11422,8158
314,Kingston upon Thames,3144002,Kingston Community School,69,16690,9736,6954
314,Kingston upon Thames,3145950,Bedelsford School,40,16400,9567,6833
314,Kingston upon Thames,3147001,St Philips School,6,6000,3500,2500
314,Kingston upon Thames,3147002,Dysart School,42,16420,9578,6842
314,Kingston upon Thames,3142008,Green Lane Primary and Nursery School,336,19360,11293,8067
315,Merton,3152000,Benedict Primary School,238,18380,10722,7658
315,Merton,3152001,Park Community School,70,16700,9742,6958
315,Merton,3152002,Harris Primary Academy Merton,378,19780,11538,8242
315,Merton,3152003,Beecholme Primary School,166,17660,10302,7358
315,Merton,3152094,Aragon Primary School,484,20840,12157,8683
315,Merton,3152004,Stanford Primary School,229,18290,10669,7621
316,Newham,3162010,Portway Primary School,462,20620,12028,8592
316,Newham,3162012,Curwen Primary School,717,23170,13516,9654
316,Newham,3162014,Monega Primary School,522,21220,12378,8842
316,Newham,3162016,Drew Primary School,332,19320,11270,8050
316,Newham,3162017,Earlham Primary School,327,19270,11241,8029
316,Newham,3162018,Elmhurst Primary School,719,23190,13528,9662
316,Newham,3162022,Gainsborough Primary School,296,18960,11060,7900
316,Newham,3162030,Hallsville Primary School,346,19460,11352,8108
316,Newham,3162034,Hartley Primary School,669,22690,13236,9454
316,Newham,3162036,Kensington Primary School,459,20590,12011,8579
316,Newham,3162043,Ranelagh Primary School,341,19410,11323,8087
316,Newham,3162055,Ravenscroft Primary School,467,20670,12058,8612
316,Newham,3162059,Rosetta Primary School,522,21220,12378,8842
316,Newham,3162071,Tollgate Primary School,361,19610,11439,8171
316,Newham,3162073,Upton Cross Primary School,766,23660,13802,9858
316,Newham,3162080,Sheringham Primary School,572,21720,12670,9050
316,Newham,3162081,Selwyn Primary School,349,19490,11369,8121
316,Newham,3162088,Scott Wilkie Primary School,320,19200,11200,8000
316,Newham,3162091,Cleves Primary School,348,19480,11363,8117
316,Newham,3162093,Vicarage Primary School,704,23040,13440,9600
316,Newham,3162094,Nelson Primary School,703,23030,13434,9596
316,Newham,3162099,Britannia Village Primary School,358,19580,11422,8158
316,Newham,3162102,Kaizen Primary School,354,19540,11398,8142
316,Newham,3163505,St Helens Catholic Primary School,363,19630,11451,8179
316,Newham,3163506,St Joachims Catholic  Primary School,181,17810,10389,7421
316,Newham,3164001,School 21,351,19510,11381,8129
316,Newham,3164003,Chobham Academy,541,21410,12489,8921
316,Newham,3164005,Langdon Academy,390,19900,11608,8292
316,Newham,3167004,John F Kennedy Special School,30,16300,9508,6792
316,Newham,3167007,Eleanor Smith School,4,4000,2333,1667
316,Newham,3162047,New City Primary School,524,21240,12390,8850
316,Newham,3162064,Shaftesbury Primary School,532,21320,12437,8883
316,Newham,3162098,Gallions Primary School,477,20770,12116,8654
316,Newham,3162092,North Beckton Primary School,438,20380,11888,8492
317,Redbridge,3172000,Aldborough Primary School,331,19310,11264,8046
317,Redbridge,3172001,Avanti Court Primary School,560,21600,12600,9000
317,Redbridge,3172024,Farnham Green Primary School,466,20660,12052,8608
317,Redbridge,3172070,Ray Lodge Primary School,529,21290,12419,8871
317,Redbridge,3173507,St Aidans Catholic Primary Academy,347,19470,11358,8112
317,Redbridge,3173529,Winston Way Academy,557,21570,12583,8987
317,Redbridge,3174001,Ark Isaac Newton Academy,270,18700,10908,7792
317,Redbridge,3174002,Atam Academy,79,16790,9794,6996
317,Redbridge,3174027,Loxford School,713,23130,13493,9637
317,Redbridge,3177009,Newbridge School,59,16590,9678,6912
318,Richmond upon Thames,3182003,St Marys Hampton Church of England Primary,120,17200,10033,7167
318,Richmond upon Thames,3182005,Thomson House School,205,18050,10529,7521
318,Richmond upon Thames,3182017,Deer Park School,47,16470,9608,6862
318,Richmond upon Thames,3182025,Twickenham Primary Academy,91,16910,9864,7046
318,Richmond upon Thames,3182029,Nelson Primary School,377,19770,11533,8237
318,Richmond upon Thames,3187000,Clarendon School,42,16420,9578,6842
318,Richmond upon Thames,3187007,Strathmore School,31,16310,9514,6796
319,Sutton,3192002,Tweeddale Primary School,349,19490,11369,8121
319,Sutton,3192003,Avenue Primary Academy,825,24250,14146,10104
319,Sutton,3192004,Harris Junior Academy Carshalton,353,19530,11393,8137
319,Sutton,3192007,Cheam Common Infants Academy,216,18160,10593,7567
319,Sutton,3192008,Green Wrythe Primary School,227,18270,10658,7612
319,Sutton,3192009,Cheam Fields Primary Academy,386,19860,11585,8275
319,Sutton,3192011,Cheam Park Farm Primary Academy,702,23020,13428,9592
319,Sutton,3192013,Cheam Common Junior Academy,404,20040,11690,8350
319,Sutton,3192015,Rushy Meadow Primary Academy,340,19400,11317,8083
319,Sutton,3192022,Beddington Park Primary School,352,19520,11387,8133
319,Sutton,3192026,Manor Park Primary Academy,479,20790,12128,8662
319,Sutton,3192027,Brookfield Primary Academy,347,19470,11358,8112
319,Sutton,3192034,Victor Seymour Infants School,206,18060,10535,7525
319,Sutton,3192045,Westbourne Primary School,420,20200,11783,8417
319,Sutton,3195200,All Saints Carshalton Church of England Primary School,332,19320,11270,8050
319,Sutton,3195202,Stanley Park Infants School,180,17800,10383,7417
319,Sutton,3197001,Carew Academy,29,16290,9503,6787
319,Sutton,3197005,Wandle Valley School,16,16000,9333,6667
319,Sutton,3197006,Link Primary School,51,16510,9631,6879
319,Sutton,3192001,Barrow Hedges Primary School,539,21390,12478,8912
319,Sutton,3192012,Abbey Primary School,353,19530,11393,8137
319,Sutton,3192017,Wallington Primary Academy,277,18770,10949,7821
320,Waltham Forest,3202005,Lime Academy Larkswood,568,21680,12647,9033
320,Waltham Forest,3202007,Yardley Primary School,390,19900,11608,8292
320,Waltham Forest,3202015,Davies Lane Primary School,677,22770,13283,9487
320,Waltham Forest,3202018,Hillyfield Primary Academy,955,25550,14904,10646
320,Waltham Forest,3202019,Emmanuel Community School,130,17300,10092,7208
320,Waltham Forest,3202029,Willow Brook Primary School Academy,397,19970,11649,8321
320,Waltham Forest,3202033,The Woodside Primary Academy,780,23800,13883,9917
320,Waltham Forest,3202034,Chapel End Junior Academy,373,19730,11509,8221
320,Waltham Forest,3202035,Riverley Primary School,329,19290,11253,8037
320,Waltham Forest,3202036,Sybourn Primary School,467,20670,12058,8612
320,Waltham Forest,3202037,Thomas Gamuel Primary School,324,19240,11223,8017
320,Waltham Forest,3202038,Walthamstow Primary Academy,52,16520,9637,6883
320,Waltham Forest,3202043,Longshaw Primary School,308,19080,11130,7950
320,Waltham Forest,3202040,Roger Ascham Primary School,398,19980,11655,8325
320,Waltham Forest,3202047,Chingford Hall Primary Academy,250,18500,10792,7708
320,Waltham Forest,3202081,Whittingham Primary Academy,341,19410,11323,8087
320,Waltham Forest,3202084,Mayville Primary School,316,19160,11177,7983
320,Waltham Forest,3203304,St Saviours Church of England Primary School,285,18850,10996,7854
320,Waltham Forest,3203307,St Marys CofE Primary School,513,21130,12326,8804
320,Waltham Forest,3203308,Barclay Primary School,930,25300,14758,10542
320,Waltham Forest,3203310,Selwyn Primary School,468,20680,12063,8617
320,Waltham Forest,3205950,Whitefield Schools,140,17400,10150,7250
320,Waltham Forest,3207002,Hornbeam Academy,63,16630,9701,6929
320,Waltham Forest,3207003,Joseph Clarke School,35,16350,9538,6812
320,Waltham Forest,3202061,Woodford Green Primary School,154,17540,10232,7308
320,Waltham Forest,3204062,George Mitchell School,312,19120,11153,7967
330,Birmingham,3302003,Prince Albert Junior and Infant School,562,21620,12612,9008
330,Birmingham,3302020,Acocks Green Primary School,364,19640,11457,8183
330,Birmingham,3302032,Nishkam Primary School Birmingham,360,19600,11433,8167
330,Birmingham,3302036,Erdington Hall Primary School,351,19510,11381,8129
330,Birmingham,3302037,Slade Primary School,325,19250,11229,8021
330,Birmingham,3302038,Nansen Primary School,783,23830,13901,9929
330,Birmingham,3302039,Canterbury Cross Primary School,367,19670,11474,8196
330,Birmingham,3302047,Chilwell Croft Academy,355,19550,11404,8146
330,Birmingham,3302048,Nechells Primary E-ACT Academy,160,17600,10267,7333
330,Birmingham,3302056,Ark Tindal Primary Academy,353,19530,11393,8137
330,Birmingham,3302057,Percy Shurmer Academy,349,19490,11369,8121
330,Birmingham,3302058,The Shirestone Academy,184,17840,10407,7433
330,Birmingham,3302059,St Clements Church of England Academy,178,17780,10372,7408
330,Birmingham,3302060,Cromwell Junior and Infant School,178,17780,10372,7408
330,Birmingham,3302061,"St Michaels CofE Primary Academy, Handsworth",171,17710,10331,7379
330,Birmingham,3302064,The Oaklands Primary School,321,19210,11206,8004
330,Birmingham,3302065,Dorrington Academy,536,21360,12460,8900
330,Birmingham,3302068,Warren Farm Primary School,266,18660,10885,7775
330,Birmingham,3302070,Montgomery Primary Academy,498,20980,12238,8742
330,Birmingham,3302071,St Johns & St Peters CofE Academy,167,17670,10308,7362
330,Birmingham,3302072,Billesley Primary School,531,21310,12431,8879
330,Birmingham,3302073,Kings Rise Academy,326,19260,11235,8025
330,Birmingham,3302075,Mansfield Green E-ACT Academy,353,19530,11393,8137
330,Birmingham,3302078,Moor Green Primary Academy,300,19000,11083,7917
330,Birmingham,3302080,Reaside Academy,197,17970,10483,7487
330,Birmingham,3302082,Conway Primary School,361,19610,11439,8171
330,Birmingham,3302085,Greenholm Primary School,490,20900,12192,8708
330,Birmingham,3302086,Greet Primary School,717,23170,13516,9654
330,Birmingham,3302096,Lea Forest Primary Academy,385,19850,11579,8271
330,Birmingham,3302098,Tame Valley Academy,173,17730,10343,7387
330,Birmingham,3302100,Merritts Brook Primary E-ACT Academy,176,17760,10360,7400
330,Birmingham,3302102,Oasis Academy Blakenhale Infants,176,17760,10360,7400
330,Birmingham,3302103,Oasis Academy Short Heath,355,19550,11404,8146
330,Birmingham,3302104,"St Georges Church of England Academy, Newtown",239,18390,10728,7662
330,Birmingham,3302105,Oasis Academy Woodview,311,19110,11148,7962
330,Birmingham,3302107,Oasis Academy Blakenhale Junior,345,19450,11346,8104
330,Birmingham,3302109,Four Dwellings Primary Academy,343,19430,11334,8096
330,Birmingham,3302110,Oasis Academy Hobmoor,358,19580,11422,8158
330,Birmingham,3302111,Jervoise School,179,17790,10378,7412
330,Birmingham,3302117,Oasis Academy Boulton,180,17800,10383,7417
330,Birmingham,3302120,St Georges Church of England Primary School,180,17800,10383,7417
330,Birmingham,3302121,Hawkesley Church Primary Academy,174,17740,10348,7392
330,Birmingham,3302122,Yarnfield Primary School,535,21350,12454,8896
330,Birmingham,3302126,Tiverton Academy,176,17760,10360,7400
330,Birmingham,3302136,Woodhouse Primary Academy,368,19680,11480,8200
330,Birmingham,3302138,Grestone Academy,520,21200,12367,8833
330,Birmingham,3302140,Chivenor Primary School,264,18640,10873,7767
330,Birmingham,3302141,Oasis Academy Foundry,175,17750,10354,7396
330,Birmingham,3302144,Alston Primary School,538,21380,12472,8908
330,Birmingham,3302145,Town Junior School,240,18400,10733,7667
330,Birmingham,3302146,Wyndcliffe Primary School,537,21370,12466,8904
330,Birmingham,3302152,Brownmead Primary Academy,223,18230,10634,7596
330,Birmingham,3302154,St Columbas Catholic Primary School,174,17740,10348,7392
330,Birmingham,3302156,Princethorpe Infant School,120,17200,10033,7167
330,Birmingham,3302158,St Josephs Catholic Primary School,180,17800,10383,7417
330,Birmingham,3302162,Manor Park Primary Academy,316,19160,11177,7983
330,Birmingham,3302165,Highfield Junior and Infant School,733,23330,13609,9721
330,Birmingham,3302167,"The Olive School, Birmingham",180,17800,10383,7417
330,Birmingham,3302170,Chandos Primary School,334,19340,11282,8058
330,Birmingham,3302171,Bordesley Village Primary School,310,19100,11142,7958
330,Birmingham,3302175,Turves Green Primary School,339,19390,11311,8079
330,Birmingham,3302180,Yew Tree Community Junior and Infant School (NC),366,19660,11468,8192
330,Birmingham,3302188,Stirchley Primary School,179,17790,10378,7412
330,Birmingham,3302195,Timberley Academy,498,20980,12238,8742
330,Birmingham,3302226,Cedars Academy,352,19520,11387,8133
330,Birmingham,3302249,The Orchards Primary Academy,172,17720,10337,7383
330,Birmingham,3302263,Northfield Manor Primary Academy,347,19470,11358,8112
330,Birmingham,3302273,Topcliffe Primary School,225,18250,10646,7604
330,Birmingham,3302295,Brookvale Primary School,184,17840,10407,7433
330,Birmingham,3302299,Cottesbrooke Infant and Nursery School,180,17800,10383,7417
330,Birmingham,3302309,Heathfield Primary School,392,19920,11620,8300
330,Birmingham,3302310,Fairway Primary Academy,179,17790,10378,7412
330,Birmingham,3302315,Nonsuch Primary School,178,17780,10372,7408
330,Birmingham,3302434,Hillstone Primary School,360,19600,11433,8167
330,Birmingham,3302443,Aston Tower Community Primary School,344,19440,11340,8100
